"Week Ending","Federal Provider Number","Provider Name","Provider Address","Provider City","Provider State","Provider Zip Code","Provider Phone Number","County","Submitted Data","Passed Quality Assurance Check","Residents Weekly Confirmed COVID-19","Residents Total Confirmed COVID-19","Residents Weekly All Deaths","Residents Total All Deaths","Residents Weekly COVID-19 Deaths","Residents Total COVID-19 Deaths","Number of All Beds","Total Number of Occupied Beds","Residents Hospitalizations with Confirmed COVID-19","Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines","Staff Weekly Confirmed COVID-19","Staff Total Confirmed COVID-19","Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents","Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test","Number of Residents Staying in this Facility for At Least 1 Day This Week","Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week","Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines","Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines","Percentage of Current Residents Up to Date with COVID-19 Vaccines","Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines","Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines","Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines"
"08/29/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,83,4,131,0,8,222,150,0,0,0,106,0,0,553.33,53.33,,163,334,,,0,,,0
"09/05/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,83,3,134,0,8,222,152,0,0,1,107,0,0,546.05,52.63,,167,346,,,0,,,0
"09/12/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,83,3,137,0,8,222,153,0,0,1,108,0,0,542.48,52.29,,166,353,,,0,,,0
"09/19/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,83,1,138,0,8,222,150,0,0,3,111,0,0,553.33,53.33,,168,363,,,0,,,0
"09/26/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",1,84,5,143,0,8,222,144,0,0,3,114,6.94,0,583.33,55.56,,160,368,,,0,,,0
"10/03/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,3,146,0,8,222,150,0,0,0,114,0,0,560,53.33,,175,344,,,0,,,0
"10/10/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,3,149,0,8,222,157,0,0,3,117,0,0,535.03,50.96,,185,354,,,0,,,0
"10/17/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,3,152,0,8,222,158,0,0,0,117,0,0,531.65,50.63,,180,342,,,0,,,0
"10/24/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,1,153,0,8,222,158,0,0,0,117,0,0,531.65,50.63,,183,344,,,0,,,0
"10/31/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,1,154,0,8,222,159,0,0,0,117,0,0,528.3,50.31,,174,343,,,0,,,0
"11/07/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,2,156,0,8,222,163,0,0,0,117,0,0,515.34,49.08,,178,325,,,0,,,0
"11/14/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,2,158,0,8,222,164,0,0,0,117,0,0,512.2,48.78,,177,333,,,0,,,0
"11/21/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,5,163,0,8,222,167,0,0,0,117,0,0,502.99,47.9,,184,326,,,0,,,0
"11/28/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,0,163,0,8,222,170,0,0,0,117,0,0,494.12,47.06,,180,321,,,0,,,0
"12/05/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,1,164,0,8,222,170,0,0,0,117,0,0,494.12,47.06,,181,341,,,0,,,0
"12/12/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,3,167,0,8,222,171,0,0,0,117,0,0,491.23,46.78,,185,316,,,0,,,0
"12/19/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,3,170,0,8,222,169,0,0,1,118,0,0,497.04,47.34,,186,336,,,0,,,0
"12/26/21","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,4,174,0,8,222,166,0,0,1,119,0,0,506.02,48.19,,180,328,,,0,,,0
"01/02/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,4,178,0,8,222,158,0,0,5,124,0,0,531.65,50.63,,172,331,,,0,,,0
"01/09/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,84,3,181,0,8,222,158,0,0,6,130,0,0,531.65,50.63,,190,331,,,0,,,0
"01/16/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",1,85,1,182,0,8,222,171,0,0,11,141,5.85,0,497.08,46.78,,160,262,,,0,,,0
"01/23/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",5,90,4,186,0,8,222,171,0,0,22,163,29.24,0,526.32,46.78,,187,262,,,0,,,0
"01/30/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",9,99,4,190,1,9,222,163,0,0,28,191,55.21,6.13,607.36,55.21,,176,324,,,0,,,0
"02/06/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",6,105,1,191,0,9,222,154,0,0,12,203,38.96,0,681.82,58.44,,171,304,,,0,,,0
"02/13/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",3,108,3,194,1,10,222,156,0,0,7,210,19.23,6.41,692.31,64.1,,169,302,,,0,,,0
"02/20/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",2,110,2,196,0,10,222,157,0,0,10,220,12.74,0,700.64,63.69,,166,281,,,0,,,0
"02/27/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",16,126,4,200,0,10,222,152,0,0,7,227,105.26,0,828.95,65.79,,171,313,,,0,,,0
"03/06/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",10,136,3,203,0,10,222,149,0,0,3,230,67.11,0,912.75,67.11,,173,313,,,0,,,0
"03/13/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,136,6,209,0,10,222,158,0,0,1,231,0,0,860.76,63.29,,180,332,,,0,,,0
"03/20/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",3,139,0,209,0,10,222,158,0,0,1,232,18.99,0,879.75,63.29,,173,349,,,0,,,0
"03/27/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,139,1,210,0,10,222,156,0,0,0,232,0,0,891.03,64.1,,177,361,,,0,,,0
"04/03/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,139,0,210,0,10,222,152,0,0,0,232,0,0,914.47,65.79,,175,349,,,0,,,0
"04/10/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,139,0,210,0,10,222,156,0,0,0,232,0,0,891.03,64.1,,170,356,,,0,,,0
"04/17/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,139,2,212,0,10,222,155,0,0,1,233,0,0,896.77,64.52,,176,351,,,0,,,0
"04/24/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,139,1,213,0,10,222,159,0,0,0,233,0,0,874.21,62.89,,193,357,,,0,,,0
"05/01/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,139,0,213,0,10,222,172,0,0,0,233,0,0,808.14,58.14,,201,356,,,0,,,0
"05/08/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,139,2,215,0,10,222,172,0,0,0,233,0,0,808.14,58.14,,198,348,,,0,,,0
"05/15/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,139,2,217,0,10,222,169,0,0,0,233,0,0,822.49,59.17,,191,355,,,0,,,0
"05/22/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,139,2,219,0,10,222,168,0,0,0,233,0,0,827.38,59.52,,186,373,,,0,,,0
"05/29/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,139,2,221,0,10,222,159,0,0,0,233,0,0,874.21,62.89,,188,375,,,0,,,0
"06/05/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",1,140,0,221,0,10,222,168,0,0,3,236,5.95,0,833.33,59.52,1,188,375,95,,50.532,129,,34.4
"06/12/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",1,141,2,223,0,10,222,168,0,0,3,239,5.95,0,839.29,59.52,1,189,380,119,,62.963,142,,37.368
"06/19/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,141,3,226,0,10,222,170,0,0,1,240,0,0,829.41,58.82,,191,383,119,,62.304,131,,34.204
"06/26/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,141,0,226,0,10,222,172,0,0,1,241,0,0,819.77,58.14,,194,382,22,,11.34,48,,12.565
"07/03/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,141,0,226,0,10,222,182,0,0,1,242,0,0,774.73,54.95,,205,305,27,,13.171,78,,25.574
"07/10/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,141,3,229,0,10,222,181,0,0,2,244,0,0,779.01,55.25,,189,319,72,,38.095,77,,24.138
"07/17/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,141,0,229,0,10,222,172,0,0,3,247,0,0,819.77,58.14,,193,324,73,,37.824,79,,24.383
"07/24/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",6,147,1,230,0,10,222,168,0,0,14,261,35.71,0,875,59.52,0,194,323,71,,36.598,78,,24.149
"07/31/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",4,151,1,231,0,10,222,177,0,0,15,276,22.6,0,853.11,56.5,0,203,322,92,,45.32,79,,24.534
"08/07/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",2,153,2,233,0,10,222,185,0,0,4,280,10.81,0,827.03,54.05,0,205,319,90,,43.902,79,,24.765
"08/14/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",3,156,3,236,0,10,222,182,0,0,4,284,16.48,0,857.14,54.95,0,209,313,91,,43.541,71,,22.684
"08/21/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",4,160,3,239,0,10,222,182,0,0,5,289,21.98,0,879.12,54.95,0,204,333,90,,44.118,71,,21.321
"08/28/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",6,166,3,242,0,10,222,185,0,0,8,297,32.43,0,897.3,54.05,0,200,334,88,,44,70,,20.958
"09/04/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",3,169,1,243,1,11,222,180,0,0,4,301,16.67,5.56,938.89,61.11,1,212,330,82,,38.679,69,,20.909
"09/11/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,169,2,245,0,11,222,187,0,0,0,301,0,0,903.74,58.82,,204,335,83,,40.686,76,,22.687
"09/18/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,169,4,249,0,11,222,176,0,0,1,302,0,0,960.23,62.5,,205,358,80,,39.024,75,,20.95
"09/25/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,169,2,251,0,11,222,177,0,0,2,304,0,0,954.8,62.15,,195,362,78,,40,91,,25.138
"10/02/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,169,2,253,0,11,222,179,0,0,0,304,0,0,944.13,61.45,,205,350,24,,11.707,15,,4.286
"10/09/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",1,170,0,253,0,11,222,184,0,0,2,306,5.43,0,923.91,59.78,0,206,365,23,,11.165,11,,3.014
"10/16/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,170,3,256,0,11,222,186,0,0,1,307,0,0,913.98,59.14,,204,359,23,,11.275,10,,2.786
"10/23/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,170,3,259,0,11,222,186,0,0,0,307,0,0,913.98,59.14,,205,325,60,,29.268,12,,3.692
"10/30/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,170,3,262,0,11,222,180,0,0,2,309,0,0,944.44,61.11,,202,324,59,,29.208,12,,3.704
"11/06/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",4,174,3,265,0,11,222,180,0,0,3,312,22.22,0,966.67,61.11,0,201,343,60,,29.851,9,,2.624
"11/13/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",9,183,3,268,1,12,222,182,0,0,6,318,49.45,5.49,1005.49,65.93,1,201,345,58,,28.856,9,,2.609
"11/20/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",3,186,0,268,0,12,222,182,0,0,4,322,16.48,0,1021.98,65.93,0,205,355,61,,29.756,9,,2.535
"11/27/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",1,187,1,269,0,12,222,190,0,0,1,323,5.26,0,984.21,63.16,0,211,330,61,,28.91,8,,2.424
"12/04/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,187,4,273,0,12,222,191,0,0,0,323,0,0,979.06,62.83,,209,326,89,,42.584,12,,3.681
"12/11/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,187,1,274,0,12,222,187,0,0,0,323,0,0,1000,64.17,,212,330,91,,42.925,12,,3.636
"12/18/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,187,1,275,0,12,222,188,0,0,0,323,0,0,994.68,63.83,,215,328,85,,39.535,12,,3.659
"12/25/22","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,187,1,276,0,12,222,188,0,0,1,324,0,0,994.68,63.83,,209,326,85,,40.67,13,,3.988
"01/01/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,187,2,278,0,12,222,185,0,0,1,325,0,0,1010.81,64.86,,209,326,83,,39.713,12,,3.681
"01/08/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",10,197,2,280,0,12,222,185,0,0,7,332,54.05,0,1064.86,64.86,3,215,324,82,,38.14,12,,3.704
"01/15/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",14,211,1,281,0,12,222,189,0,0,8,340,74.07,0,1116.4,63.49,2,211,335,81,,38.389,12,,3.582
"01/22/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",17,228,1,282,0,12,222,190,0,0,15,355,89.47,0,1200,63.16,4,216,359,84,,38.889,12,,3.343
"01/29/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",11,239,6,288,1,13,222,191,0,0,7,362,57.59,5.24,1251.31,68.06,7,219,352,85,,38.813,14,,3.977
"02/05/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,239,1,289,0,13,222,195,0,0,0,362,0,0,1225.64,66.67,,218,356,80,,36.697,14,,3.933
"02/12/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,239,5,294,0,13,222,192,0,0,0,362,0,0,1244.79,67.71,,212,351,77,,36.321,15,,4.274
"02/19/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,239,5,299,0,13,222,184,0,0,0,362,0,0,1298.91,70.65,,204,358,75,,36.765,15,,4.19
"02/26/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",10,249,2,301,0,13,222,184,0,0,4,366,54.35,0,1353.26,70.65,4,209,350,75,,35.885,15,,4.286
"03/05/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",2,251,2,303,0,13,222,183,0,0,0,366,10.93,0,1371.58,71.04,0,204,379,75,,36.765,15,,3.958
"03/12/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,251,0,303,0,13,222,181,0,0,0,366,0,0,1386.74,71.82,,206,383,74,,35.922,14,,3.655
"03/19/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,251,7,310,0,13,222,181,0,0,0,366,0,0,1386.74,71.82,,207,409,75,,36.232,15,,3.667
"03/26/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,251,1,311,0,13,222,187,0,0,0,366,0,0,1342.25,69.52,,215,388,77,,35.814,13,,3.351
"04/02/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,251,2,313,0,13,222,189,0,0,0,366,0,0,1328.04,68.78,,220,371,78,,35.455,13,,3.504
"04/09/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,251,4,317,0,13,222,190,0,0,1,367,0,0,1321.05,68.42,,220,387,75,,34.091,13,,3.359
"04/16/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,251,2,319,0,13,222,191,0,0,0,367,0,0,1314.14,68.06,,223,393,79,,35.426,12,,3.053
"04/23/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,251,2,321,0,13,222,194,0,0,0,367,0,0,1293.81,67.01,,223,379,80,,35.874,12,,3.166
"04/30/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",6,257,8,329,0,13,222,192,0,0,1,368,31.25,0,1338.54,67.71,3,227,363,76,,33.48,12,,3.306
"05/07/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",4,261,2,331,0,13,222,191,0,0,1,369,20.94,0,1366.49,68.06,0,220,355,79,,35.909,14,,3.944
"05/14/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",3,264,0,331,0,13,222,186,0,0,1,370,16.13,0,1419.35,69.89,0,212,351,78,,36.792,14,,3.989
"05/21/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",1,265,2,333,0,13,222,183,0,0,0,370,5.46,0,1448.09,71.04,0,213,358,74,,34.742,14,,3.911
"05/28/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,265,2,335,0,13,222,180,0,0,0,370,0,0,1472.22,72.22,,214,375,71,,33.178,14,,3.733
"06/04/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,265,3,338,0,13,222,185,0,0,0,370,0,0,1432.43,70.27,,213,375,76,,35.681,14,,3.733
"06/11/23","015031","MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION","805 FLAGG CIRCLE","FLORENCE","AL","35631","2567405400","Lauderdale","Y","Y",0,265,3,341,0,13,222,185,0,0,0,370,0,0,1432.43,70.27,,226,373,80,,35.398,14,,3.753
